claim_id,claim,claim_date,label,raw_label,split,source,detected_biases,bias_label,bias_confidence,bias_confidence_level,bias_is_present
2309.04053v2_4_F,"Ultra-high temperature ceramics have melting points above 2500°C, densities between 2.0-4.0 g/cm³, thermal conductivities greater than 50 W/mK, and coefficients of thermal expansion between 2.0 to 4.0 x 10⁻⁶/K.",2023-09-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.343}, {""bias"": ""subadditivity effect"", ""confidence"": 0.316}]",Time-saving bias,0.343,low,True
2310.18223v1_3_T,"CELL's Wang-Landau module can be executed in parallel, enabling simulations of very large supercells with thousands of atoms.",2023-10-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.6483}]",curse of knowledge,0.6483,medium,True
2310.18223v1_3_F,"CELL can only perform sequential calculations and does not support any form of parallel computation, limiting its application to small systems with few atoms.",2023-10-01,Refuted,refuted,test,matteroffact,,Whole only effect,0.1705,very_low,False
2306.15502v1_3_T,"The anisotropy field (Hk) of MRAM bits produced with the optimized etch process is 533 mT, which is 21% higher than the 440 mT anisotropy field of bits produced with the standard process",2023-06-01,Supported,supported,test,matteroffact,,Time-saving bias,0.2229,very_low,False
2306.15502v1_3_F,"The anisotropy field (Hk) of MRAM bits produced with the optimized etch process is 490 mT, which is 11% higher than the 440 mT anisotropy field of bits produced with the standard process",2023-06-01,Refuted,refuted,test,matteroffact,,Time-saving bias,0.263,very_low,False
2302.12868v1_12_T,"In the high-frequency inertial regime above the viscous characteristic frequency, all three wave types (fast longitudinal, slow longitudinal, and shear) in porous media tend to have constant wave speeds and the same power dependence of attenuation on frequency.",2023-02-01,Supported,supported,test,matteroffact,,Outcome bias,0.2004,very_low,False
2302.12868v1_12_F,"In the high-frequency inertial regime above the viscous characteristic frequency, the three wave types (fast longitudinal, slow longitudinal, and shear) in porous media exhibit significantly different wave speed dispersions and different power dependencies of attenuation on frequency.",2023-02-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.2338,very_low,False
2308.14223v1_13_T,"Extensible yield-stress fluids like Carbopol+PEO mixtures are beneficial for applications such as direct-ink writing and spray coatings, where a combination of yield stress and extensibility is advantageous.",2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3822}]",curse of knowledge,0.3822,low,True
2308.14223v1_13_F,"Extensible yield-stress fluids like Carbopol+PEO mixtures are primarily useful for structural applications requiring high compressive strength, such as load-bearing components in construction.",2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3817}]",Pro-Innovation Bias,0.3817,low,True
2310.13945v1_3_T,"The F4̄3m Sr₂B₅ structure is thermodynamically stable in the pressure range of 38-44 GPa at 0 K, which expands to 34-65 GPa at 2000 K.",2023-10-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.4901}]",Time-saving bias,0.4901,low,True
2310.13945v1_3_F,"The F4̄3m Sr₂B₅ structure is thermodynamically stable in the pressure range of 20-30 GPa at 0 K, which narrows to 25-28 GPa at 2000 K.",2023-10-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.7563}]",Time-saving bias,0.7563,high,True
2306.04157v1_7_T,"High-quality LaNiO3 single crystals grown by optical floating zone technique can achieve a residual resistivity ratio (RRR) of 19, exceeding previously reported values for this material.",2023-06-01,Supported,supported,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.4455}]",Pro-Innovation Bias,0.4455,low,True
2306.04157v1_7_F,"High-quality LaNiO3 single crystals grown by optical floating zone technique can achieve a residual resistivity ratio (RRR) of 50, exceeding previously reported values for this material.",2023-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.4699}]",Pro-Innovation Bias,0.4699,low,True
2301.06756v1_6_T,Solid helium has an indirect band gap with the valence band maximum located at the Λ point and the conduction band minimum at the Γ point in reciprocal space.,2023-01-01,Supported,supported,test,matteroffact,,subadditivity effect,0.2519,very_low,False
2301.06756v1_6_F,Solid helium has a direct band gap with both the valence band maximum and conduction band minimum located at the Λ point in reciprocal space.,2023-01-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1955,very_low,False
2308.07295v3_12_T,"Cu-doped lead apatite has potential applications as a material with color centers and individually controllable spins, similar to other materials used in quantum information applications, rather than as a superconductor.",2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.6676}]",Pro-Innovation Bias,0.6676,medium,True
2308.07295v3_12_F,"Cu-doped lead apatite has potential applications as a high-temperature superconductor for lossless power transmission, similar to cuprate superconductors, due to its Cu d⁹ electronic configuration.",2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.7493}]",Pro-Innovation Bias,0.7493,high,True
2310.14013v1_5_T,The total Dirichlet energy and the exponential distribution parameter λ of the local squared spatial gradient of surface height both decrease with increasing Bond number.,2023-10-01,Supported,supported,test,matteroffact,,Outcome bias,0.1476,very_low,False
2310.14013v1_5_F,The total Dirichlet energy and the exponential distribution parameter λ of the local squared spatial gradient of surface height both increase with increasing Bond number.,2023-10-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.1226,very_low,False
2312.03989v1_1_T,The machine learning-based rare event detection technique works effectively with data sets that are up to 9 times sparser than a full data set.,2023-12-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.374}]",clustering illusion,0.374,low,True
2312.03989v1_1_F,The machine learning-based rare event detection technique requires at least 50% of the full data set to produce reliable results.,2023-12-01,Refuted,refuted,test,matteroffact,,clustering illusion,0.2091,very_low,False
2311.13599v1_4_T,"For current plasma-sprayed gadolinium zirconate coatings with normalized scattering length of approximately 1 and normalized absorption length of approximately 0.01, the ratio of radiative to convective heat flux at the coating surface is approximately 1.",2023-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.6868}]",Time-saving bias,0.6868,medium,True
2311.13599v1_4_F,"For current plasma-sprayed gadolinium zirconate coatings with normalized scattering length of approximately 1 and normalized absorption length of approximately 0.01, the ratio of radiative to convective heat flux at the coating surface is approximately 0.1.",2023-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.7089}]",Time-saving bias,0.7089,high,True
2309.04053v2_13_T,The oxidation resistance of ultra-high temperature ceramics containing SiC is limited above 1600°C due to active oxidation that generates gaseous oxidative products rather than protective solid oxides.,2023-09-01,Supported,supported,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.3307}]",Omission bias,0.3307,low,True
2309.04053v2_13_F,"Ultra-high temperature ceramics containing SiC maintain their oxidation resistance up to 2500°C due to the formation of a stable, protective silicon dioxide layer that prevents further oxygen penetration.",2023-09-01,Refuted,refuted,test,matteroffact,,clustering illusion,0.2587,very_low,False
2302.14231v2_9_T,"Including electronic entropy effects is essential for correctly predicting the phase diagram of LixFePO4, which features a eutectoid-like transition to a solid-solution phase at intermediate Li concentration.",2023-02-01,Supported,supported,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.4129}]",Pro-Innovation Bias,0.4129,low,True
2302.14231v2_9_F,"Electronic entropy effects have negligible impact on the phase diagram of LixFePO4, which is primarily determined by Li+/vacancy configurational entropy.",2023-02-01,Refuted,refuted,test,matteroffact,,Whole only effect,0.1833,very_low,False
2305.11961v1_14_T,"The high frame rate of the 4D Camera enables rapid scanning of large fields of view, allowing entire devices or material stacks to be investigated with nanometer-scale resolution",2023-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.5065}]",curse of knowledge,0.5065,medium,True
2305.11961v1_14_F,The 4D Camera is limited to small fields of view of less than 1 micron due to data handling constraints and slow acquisition speeds,2023-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Whole only effect"", ""confidence"": 0.3737}]",Whole only effect,0.3737,low,True
2309.14678v2_5_T,"In Li β-alumina, Li atoms are displaced 0.56 Å above or below the Beevers-Ross sites, unlike Na and K atoms which occupy the Beevers-Ross sites in their respective β-aluminas.",2023-09-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.4238}]",subadditivity effect,0.4238,low,True
2309.14678v2_5_F,"In Li β-alumina, Li atoms occupy the same Beevers-Ross sites as Na and K atoms do in their respective β-aluminas, with no significant displacement from the conduction plane.",2023-09-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1938,very_low,False
2306.03096v2_2_T,The total electron occupation of the cobalt 3d shell remains nearly constant at approximately 6.5-7.0 electrons during the transition from LiCoO₂ to CoO₂.,2023-06-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.304}]",Time-saving bias,0.304,low,True
2306.03096v2_2_F,The total electron occupation of the cobalt 3d shell decreases significantly from approximately 7.0 to 5.0 electrons during the transition from LiCoO₂ to CoO₂.,2023-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.6623}]",Time-saving bias,0.6623,medium,True
2308.01135v4_4_T,"The hexagonal structure of LK-99 exhibits a remarkably large electron-phonon coupling, with certain phonon modes dramatically affecting the electronic structure by lifting the degeneracy of Cu d-bands at the Fermi level.",2023-08-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2128,very_low,False
2308.01135v4_4_F,"The hexagonal structure of LK-99 exhibits a weak electron-phonon coupling, with phonon modes having minimal effect on the electronic structure and maintaining the degeneracy of Cu d-bands at the Fermi level.",2023-08-01,Refuted,refuted,test,matteroffact,,Omission bias,0.2016,very_low,False
2311.12681v2_0_T,"Hydrogenated amorphous silicon carbide (a-SiC:H) parallel plate capacitors exhibit thickness-dependent microwave loss, with thicker dielectric layers showing lower TLS-induced loss tangent values.",2023-11-01,Supported,supported,test,matteroffact,,Bias blind spot,0.1935,very_low,False
2311.12681v2_0_F,"Hydrogenated amorphous silicon carbide (a-SiC:H) parallel plate capacitors exhibit thickness-independent microwave loss, with all dielectric thicknesses showing identical TLS-induced loss tangent values.",2023-11-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1367,very_low,False
2304.08110v5_13_T,"The three-dimensional chiral symmetric topological insulator H_CSTI(k) has an additional mirror reflection symmetry My H_CSTI(k) My† = H(kx,-ky,kz) with My = σyτy, which causes the in-gap boundary modes to have two-fold degeneracy",2023-04-01,Supported,supported,test,matteroffact,,Outcome bias,0.2015,very_low,False
2304.08110v5_13_F,"The three-dimensional chiral symmetric topological insulator H_CSTI(k) has an additional mirror reflection symmetry My H_CSTI(k) My† = H(kx,-ky,kz) with My = σyτy, which causes the in-gap boundary modes to have four-fold degeneracy",2023-04-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.2289,very_low,False
2304.02586v1_14_T,The existence of electronic nematic order in the normal state of Sr₂RuO₄ may have significant consequences for the form and mechanism of superconductivity in this material.,2023-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.9262}]",Pro-Innovation Bias,0.9262,high,True
2304.02586v1_14_F,"The electronic nematic order in the normal state of Sr₂RuO₄ has no bearing on its superconducting properties, as these phenomena occur in separate temperature regimes with no causal connection.",2023-04-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.2703,very_low,False
2310.04841v1_12_T,Metal vacancies in titanium carbide can form metastable structures with one to three displaced carbon atoms that have reconstruction energies between -1.9 eV and -0.5 eV relative to the unreconstructed vacancy.,2023-10-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.5699}]",Time-saving bias,0.5699,medium,True
2310.04841v1_12_F,Metal vacancies in titanium carbide can form metastable structures with four to six displaced carbon atoms that have reconstruction energies between -1.9 eV and -0.5 eV relative to the unreconstructed vacancy.,2023-10-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.5328}]",Time-saving bias,0.5328,medium,True
2308.05532v1_15_T,"The measured effective thermal conductivity values for AlSi7Mg matrix syntactic foams with different reinforcing particles range from 2.02 to 7.82 W/mK, which is approximately an order of magnitude lower than values predicted by standard estimation methods.",2023-08-01,Supported,supported,test,matteroffact,,Subjective validation,0.1278,very_low,False
2308.05532v1_15_F,"The measured effective thermal conductivity values for AlSi7Mg matrix syntactic foams with different reinforcing particles range from 40 to 70 W/mK, which closely matches values predicted by standard estimation methods.",2023-08-01,Refuted,refuted,test,matteroffact,,Bias blind spot,0.1939,very_low,False
2310.05415v1_0_T,"Substitutional Ti atoms in Cu grain boundaries have negative segregation energies of approximately -0.35 eV at the most favorable sites, indicating Ti preferentially segregates to grain boundaries rather than remaining in the bulk.",2023-10-01,Supported,supported,test,matteroffact,,Subjective validation,0.1988,very_low,False
2310.05415v1_0_F,"Substitutional Ti atoms in Cu grain boundaries have positive segregation energies of approximately +0.25 eV at the most favorable sites, indicating Ti preferentially remains in the bulk rather than segregating to grain boundaries.",2023-10-01,Refuted,refuted,test,matteroffact,,Subjective validation,0.1794,very_low,False
2308.16621v1_16_T,"Yield stress in additively manufactured metals is inversely related to cellular dendritic spacing, which is controlled by cooling rate and process parameters",2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.3658}]",Bias blind spot,0.3658,low,True
2308.16621v1_16_F,"Yield stress in additively manufactured metals is directly proportional to cellular dendritic spacing, with larger spacing resulting in higher strength",2023-08-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.1563,very_low,False
2307.02870v1_9_T,"When the diffusivity in the active material is below 10^-15 m²/s, primary particles with radius below 100 nm are required to fully exploit the advantage of hierarchically structured electrodes",2023-07-01,Supported,supported,test,matteroffact,"[{""bias"": ""Planning Fallacy"", ""confidence"": 0.4979}]",Planning Fallacy,0.4979,low,True
2307.02870v1_9_F,"When the diffusivity in the active material is below 10^-15 m²/s, primary particles with radius below 300 nm are required to fully exploit the advantage of hierarchically structured electrodes",2023-07-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Planning Fallacy"", ""confidence"": 0.518}]",Planning Fallacy,0.518,medium,True
2304.04986v3_8_T,"DRXNet accurately captures the effect of vanadium substitution in high-entropy disordered rocksalt cathodes, predicting a more constant voltage slope down to the low-voltage region compared to chromium-based materials.",2023-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.5626}]",Bias blind spot,0.5626,medium,True
2304.04986v3_8_F,"DRXNet accurately captures the effect of niobium substitution in high-entropy disordered rocksalt cathodes, predicting a steeper voltage slope in the mid-voltage region compared to titanium-based materials.",2023-04-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.4776}]",Bias blind spot,0.4776,low,True
2301.05024v1_6_T,Using negative resistances and capacitances in equivalent circuit models to explain inductive loops violates the passivity principle of electrochemical systems.,2023-01-01,Supported,supported,test,matteroffact,,Pro-Innovation Bias,0.2919,very_low,False
2301.05024v1_6_F,Using negative resistances and capacitances in equivalent circuit models to explain inductive loops preserves the passivity principle of electrochemical systems.,2023-01-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3501}]",curse of knowledge,0.3501,low,True
2306.15502v1_12_T,"Scanning NV Magnetometry offers advantages over alternative techniques like MOKE, CIPT, cAFM, and MFM for characterizing individual MRAM bits due to its non-contact nature, high resolution, and high magnetic field sensitivity",2023-06-01,Supported,supported,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3849}]",Pro-Innovation Bias,0.3849,low,True
2306.15502v1_12_F,"Scanning NV Magnetometry offers no significant advantages over magnetic force microscopy (MFM) for characterizing individual MRAM bits, as both techniques have similar resolution, sensitivity, and non-invasiveness",2023-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Whole only effect"", ""confidence"": 0.5091}]",Whole only effect,0.5091,medium,True
2310.13945v1_9_T,"In F4̄3m Sr₂B₅, the high superconducting temperature is primarily due to strong coupling between σ electronic bands and E phonon modes associated with rocking vibrations of B₄ units.",2023-10-01,Supported,supported,test,matteroffact,,Risk Compensation,0.2337,very_low,False
2310.13945v1_9_F,"In F4̄3m Sr₂B₅, the high superconducting temperature is primarily due to strong coupling between π electronic bands and T₂ phonon modes associated with stretching of B-B bonds.",2023-10-01,Refuted,refuted,test,matteroffact,,Risk Compensation,0.2732,very_low,False
2306.04157v1_6_T,Zirconium doping in LaNiO3 completely suppresses the Stoner enhanced maximum in magnetic susceptibility that is observed in the undoped compound.,2023-06-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.3311}]",Bias blind spot,0.3311,low,True
2306.04157v1_6_F,Zirconium doping in LaNiO3 enhances the Stoner maximum in magnetic susceptibility compared to the undoped compound.,2023-06-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3111}]",Pro-Innovation Bias,0.3111,low,True
2304.08110v5_3_T,The extended Nielsen-Ninomiya theorem establishes that the non-zero (d-1)-dimensional point-gap topological number in the proposed platform is equal to the d-dimensional bulk topological number of the original topological insulator or superconductor,2023-04-01,Supported,supported,test,matteroffact,,clustering illusion,0.2043,very_low,False
2304.08110v5_3_F,The extended Nielsen-Ninomiya theorem establishes that the non-zero (d-1)-dimensional point-gap topological number in the proposed platform is equal to the number of edge states in the original topological insulator or superconductor,2023-04-01,Refuted,refuted,test,matteroffact,,clustering illusion,0.1586,very_low,False
2309.13514v2_7_T,"CsCr₃Sb₅ exhibits stronger electron correlations, magnetic character, and different superconducting behavior compared to its structural analog CsV₃Sb₅, with superconductivity emerging only under pressure in CsCr₃Sb₅ but present at ambient pressure in CsV₃Sb₅.",2023-09-01,Supported,supported,test,matteroffact,,Whole only effect,0.1807,very_low,False
2309.13514v2_7_F,"CsCr₃Sb₅ and CsV₃Sb₅ exhibit nearly identical electronic and magnetic properties, with both materials showing weak electron correlations, no local magnetic moments, and similar superconducting behavior at ambient pressure.",2023-09-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Distinction bias"", ""confidence"": 0.5247}]",Distinction bias,0.5247,medium,True
2310.14013v1_6_T,"The kurtosis of powder layer surface height transitions from values above 3 for Bond number 0 to values below 3 for Bond numbers above 100, indicating a change from sharp to rounded surface features.",2023-10-01,Supported,supported,test,matteroffact,,Time-saving bias,0.2308,very_low,False
2310.14013v1_6_F,"The kurtosis of powder layer surface height consistently remains above 3 across all Bond numbers from 0 to 272.3, indicating that surface features maintain sharp, spike-like characteristics regardless of cohesion level.",2023-10-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1629,very_low,False
2311.14529v1_10_T,"The additively manufactured Al-Mn-Cr-Zr alloy samples were produced using a laser power of 370 W, laser speed of 1300 mm/s, hatch distance of 0.13 mm, and layer thickness of 0.03 mm.",2023-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.5991}]",Time-saving bias,0.5991,medium,True
2311.14529v1_10_F,"The additively manufactured Al-Mn-Cr-Zr alloy samples were produced using a laser power of 250 W, laser speed of 900 mm/s, hatch distance of 0.10 mm, and layer thickness of 0.05 mm.",2023-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.6282}]",Time-saving bias,0.6282,medium,True
2304.10279v2_11_T,"The symmetry of intergranular normal-stress distributions in isotropic linear-elastic polycrystals is controlled by the third deviatoric stress invariant J3, with J3=0 producing symmetric distributions.",2023-04-01,Supported,supported,test,matteroffact,,curse of knowledge,0.1634,very_low,False
2304.10279v2_11_F,"The symmetry of intergranular normal-stress distributions in isotropic linear-elastic polycrystals is controlled by the second deviatoric stress invariant J2, with J2=0 producing symmetric distributions.",2023-04-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.1658,very_low,False
2304.13336v2_7_T,Liquid metal embrittlement in the Fe-Zn system can potentially be prevented through alloy design and processing strategies that suppress the zinc segregation transition.,2023-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.6319}]",Pro-Innovation Bias,0.6319,medium,True
2304.13336v2_7_F,Liquid metal embrittlement in the Fe-Zn system is an inevitable consequence of zinc coating and cannot be mitigated through alloy design or processing strategies.,2023-04-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.58}]",Omission bias,0.58,medium,True
2302.03362v2_2_T,"A convolutional neural network using boolean images of Nyquist representations provides an alternative approach for classifying equivalent circuit models, though it achieves lower accuracy than tree-based methods.",2023-02-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.8164}]",Bias blind spot,0.8164,high,True
2302.03362v2_2_F,"A convolutional neural network using time-domain signal processing provides an alternative approach for classifying equivalent circuit models, though it achieves lower accuracy than tree-based methods.",2023-02-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.6101}]",Bias blind spot,0.6101,medium,True
2303.01108v1_10_T,"The effective magnetic moment (μeff) in La₀.₅Sr₀.₅Co₁₋ₓNbₓO₃ decreases monotonously with increasing Nb concentration, and the experimental values match well with theoretical calculations based on the spin states of Co³⁺ and Co⁴⁺ ions.",2023-03-01,Supported,supported,test,matteroffact,,Outcome bias,0.2266,very_low,False
2303.01108v1_10_F,"The effective magnetic moment (μeff) in La₀.₅Sr₀.₅Co₁₋ₓNbₓO₃ increases with increasing Nb concentration, but the experimental values significantly deviate from theoretical calculations based on the spin states of Co³⁺ and Co⁴⁺ ions.",2023-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.3977}]",Bias blind spot,0.3977,low,True
2302.12868v1_3_T,The choice of displacement and stress components for porous layers in the stiffness matrix method simplifies the formulation of boundary conditions at interfaces between different material types.,2023-02-01,Supported,supported,test,matteroffact,,clustering illusion,0.2121,very_low,False
2302.12868v1_3_F,The formulation of boundary conditions at interfaces between different material types requires complex mathematical transformations in the stiffness matrix method.,2023-02-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.5764}]",curse of knowledge,0.5764,medium,True
2303.11122v1_8_T,"Oxide spinels exhibit higher voltages (2-4 V) and capacities compared to sulfide spinels, making them more promising cathode materials for Mg batteries despite their generally higher Mg migration barriers.",2023-03-01,Supported,supported,test,matteroffact,,Whole only effect,0.2377,very_low,False
2303.11122v1_8_F,"Sulfide spinels exhibit higher voltages (2-4 V) and capacities compared to oxide spinels, making them more promising cathode materials for Mg batteries despite their generally higher Mg migration barriers.",2023-03-01,Refuted,refuted,test,matteroffact,,Whole only effect,0.2153,very_low,False
2307.13990v1_1_T,"The magnitude of inter-orbital Cooper pairing at finite energies in the Al/Au heterostructure ranges from 44% to 60% of the Al superconducting gap, decreasing at larger momentum values.",2023-07-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.3331}]",subadditivity effect,0.3331,low,True
2307.13990v1_1_F,"The magnitude of inter-orbital Cooper pairing at finite energies in the Al/Au heterostructure ranges from 75% to 90% of the Al superconducting gap, increasing at larger momentum values.",2023-07-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.2864,very_low,False
2305.04262v3_1_T,FIB-patterned Nb films exhibit local maxima in their magnetization loops at approximately 50 Oe when the magnetic field is decreased from full penetration,2023-05-01,Supported,supported,test,matteroffact,,Outcome bias,0.1829,very_low,False
2305.04262v3_1_F,FIB-patterned Nb films exhibit local maxima in their magnetization loops at approximately 150 Oe when the magnetic field is decreased from full penetration,2023-05-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1956,very_low,False
2301.06756v1_5_T,The excitonic insulator phase in solid helium exists over a pressure range of approximately 600 gigapascals before metallization according to GW calculations.,2023-01-01,Supported,supported,test,matteroffact,"[{""bias"": ""Outcome bias"", ""confidence"": 0.3784}]",Outcome bias,0.3784,low,True
2301.06756v1_5_F,The excitonic insulator phase in solid helium exists over a pressure range of approximately 100 gigapascals before metallization according to GW calculations.,2023-01-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Outcome bias"", ""confidence"": 0.3789}]",Outcome bias,0.3789,low,True
2303.00742v2_3_T,Orbital depairing arising from imperfect layer polarization of electron wavefunctions is the dominant mechanism limiting superconductivity in in-plane magnetic fields in Bernal bilayer graphene with spin-orbit coupling.,2023-03-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2549,very_low,False
2303.00742v2_3_F,Rashba spin-orbit coupling is the dominant mechanism limiting superconductivity in in-plane magnetic fields in Bernal bilayer graphene with spin-orbit coupling.,2023-03-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.1569,very_low,False
2310.04841v1_9_T,"Reconstructed metal vacancies with the 2G structure occur as the ground state in titanium carbide, zirconium carbide, hafnium carbide, and vanadium carbide, but not in niobium carbide or tantalum carbide.",2023-10-01,Supported,supported,test,matteroffact,,subadditivity effect,0.1662,very_low,False
2310.04841v1_9_F,Reconstructed metal vacancies with the 2G structure occur as the ground state in all cubic transition metal carbides of groups 4 and 5.,2023-10-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.1729,very_low,False
2304.03740v1_1_T,"Laser rapid solidification produces Al-Si eutectic structures with Si fibers having an average radius of 22.5 nm and spacing of 91.0 nm, which is approximately 24 times finer than impurity-modified structures with 550 nm radius and 2 μm spacing.",2023-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.5974}]",Time-saving bias,0.5974,medium,True
2304.03740v1_1_F,"Laser rapid solidification produces Al-Si eutectic structures with Si fibers having an average radius of 500 nm and spacing of 2 μm, which is comparable to impurity-modified structures.",2023-04-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.2173,very_low,False
2308.04594v2_9_T,"Half cerium substitution (x=0.5) in strontium hexaferrite reduces the bulk modulus from 167.461 GPa to 134.603 GPa and the shear modulus from 71.698 GPa to 54.435 GPa, making the material less stiff.",2023-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.9663}]",Time-saving bias,0.9663,high,True
2308.04594v2_9_F,"Half cerium substitution (x=0.5) in strontium hexaferrite increases the bulk modulus from 167.461 GPa to 200.5 GPa and the shear modulus from 71.698 GPa to 90.2 GPa, making the material stiffer.",2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.9505}]",Time-saving bias,0.9505,high,True
2308.16621v1_8_T,"316L and Inconel 718 have larger process maps for high quality printing compared to Ti6Al4V, Hastelloy-X, and Inconel 625, indicating higher printability",2023-08-01,Supported,supported,test,matteroffact,,Pro-Innovation Bias,0.1543,very_low,False
2308.16621v1_8_F,"Ti6Al4V has a larger process map for high quality printing compared to 316L and Inconel 718, indicating higher printability",2023-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3375}]",Pro-Innovation Bias,0.3375,low,True
2311.15620v1_1_T,"In lithium-based solid-state electrolytes, the average number of correlated mobile ions in diffusive events is 10 ± 5, and this value remains practically independent of temperature.",2023-11-01,Supported,supported,test,matteroffact,,Outcome bias,0.2658,very_low,False
2311.15620v1_1_F,"In lithium-based solid-state electrolytes, the average number of correlated mobile ions in diffusive events is 25 ± 5, and this value significantly decreases with increasing temperature.",2023-11-01,Refuted,refuted,test,matteroffact,,Omission bias,0.1646,very_low,False
