claim_id,claim,label,claim_date,exclude_date,source,split,topic,claim_type,quant_or_qual,paper_id,detected_biases
2303.11122v1_13_F,"Both 3d and 4d/5d transition metal oxide spinels exhibit identical magnetic ordering, with all compounds showing strong antiferromagnetic configurations regardless of the transition metal type.",Refuted,2023-03-01,2023-02-01,matteroffact,validation,batteries; magnesium batteries; oxide spinels; Mg-ion mobility; cathode materials; density functional theory; theme_batteries,theoretical,qualitative,2303.11122v1,
2304.13927v1_0_T,NIMS-OS is a Python library designed to create a closed loop between artificial intelligence and robotic experiments for automated materials exploration without human intervention.,Supported,2023-04-01,2023-03-01,matteroffact,validation,batteries; electrolytes; automated materials exploration; robotic experiments; artificial intelligence in materials science; theme_batteries,integrative,qualitative,2304.13927v1,
2304.13927v1_0_F,NIMS-OS is a specialized hardware system designed to perform materials synthesis with minimal AI integration.,Refuted,2023-04-01,2023-03-01,matteroffact,validation,batteries; electrolytes; automated materials exploration; robotic experiments; artificial intelligence in materials science; theme_batteries,integrative,qualitative,2304.13927v1,
2310.13945v1_10_T,"The F4̄3m Sr₂B₅ structure, initially stable at high pressure, might be recoverable to ambient pressure due to its dynamic stability when anharmonic effects are considered.",Supported,2023-10-01,2023-09-01,matteroffact,validation,superconductors; metal borides; high-temperature superconductors; theme_superconductors,code/simulation,qualitative,2310.13945v1,
2310.13945v1_10_F,The F4̄3m Sr₂B₅ structure is only stable at high pressures above 30 GPa and immediately decomposes when pressure is reduced below this threshold.,Refuted,2023-10-01,2023-09-01,matteroffact,validation,superconductors; metal borides; high-temperature superconductors; theme_superconductors,code/simulation,qualitative,2310.13945v1,
2306.12034v1_9_T,"NiBi₃ nanorods grown at ambient temperature are polycrystalline, while nanowires grown at elevated substrate temperature (250°C) are single crystalline.",Supported,2023-06-01,2023-05-01,matteroffact,validation,superconductors; theme_superconductors,experimental,qualitative,2306.12034v1,
2306.12034v1_9_F,"NiBi₃ nanorods grown at ambient temperature are single crystalline, while nanowires grown at elevated substrate temperature (250°C) are polycrystalline.",Refuted,2023-06-01,2023-05-01,matteroffact,validation,superconductors; theme_superconductors,experimental,qualitative,2306.12034v1,
2309.05880v3_9_T,"RhGe hosts Fermi arc surface states that span the entire surface Brillouin zone, connecting the projections of bulk Weyl nodes with opposite chiral charges.",Supported,2023-09-01,2023-08-01,matteroffact,validation,superconductors; theme_superconductors,theoretical,qualitative,2309.05880v3,
2309.05880v3_9_F,"RhGe hosts Fermi arc surface states that are confined to small regions of the surface Brillouin zone, connecting projections of bulk Weyl nodes with the same chiral charge.",Refuted,2023-09-01,2023-08-01,matteroffact,validation,superconductors; theme_superconductors,theoretical,qualitative,2309.05880v3,
2303.00742v2_5_T,"Supporting graphene layers on a WSe2 substrate enhances superconductivity by breaking the 'spinless' time reversal symmetry between opposite valleys with the same spin, stabilizing electronic orders compatible with Cooper pairing.",Supported,2023-03-01,2023-02-01,matteroffact,validation,superconductors; theme_superconductors,integrative,qualitative,2303.00742v2,
2303.00742v2_5_F,Supporting graphene layers on a WSe2 substrate suppresses superconductivity by enhancing competing magnetic orders that destabilize Cooper pairing.,Refuted,2023-03-01,2023-02-01,matteroffact,validation,superconductors; theme_superconductors,integrative,qualitative,2303.00742v2,
2312.05174v1_15_T,Ray tracing simulations show that absorptivity enhancement from nanotexturing increases more rapidly in powder beds with bimodal particle size distributions compared to uniform size distributions,Supported,2023-12-01,2023-11-01,matteroffact,validation,aerospace materials; metal additive manufacturing; laser powder bed fusion; nanotextured metal powders; copper additive manufacturing; tungsten additive manufacturing; powder absorptivity enhancement; theme_aerospace materials,code/simulation,qualitative,2312.05174v1,
2312.05174v1_15_F,Ray tracing simulations show that absorptivity enhancement from nanotexturing is independent of powder bed particle size distribution,Refuted,2023-12-01,2023-11-01,matteroffact,validation,aerospace materials; metal additive manufacturing; laser powder bed fusion; nanotextured metal powders; copper additive manufacturing; tungsten additive manufacturing; powder absorptivity enhancement; theme_aerospace materials,code/simulation,qualitative,2312.05174v1,
2312.05174v1_2_T,"Copper structures printed using 10-hour etched powder (Cu10) at low energy density (83 J/mm³) achieve a relative density of 92.6%, compared to 85.6% for structures printed with as-purchased powder under the same conditions",Supported,2023-12-01,2023-11-01,matteroffact,validation,aerospace materials; metal additive manufacturing; laser powder bed fusion; nanotextured metal powders; copper additive manufacturing; tungsten additive manufacturing; powder absorptivity enhancement; theme_aerospace materials,experimental,quantitative,2312.05174v1,
2312.05174v1_2_F,"Copper structures printed using 5-hour etched powder (Cu05) at low energy density (83 J/mm³) achieve a relative density of 97.0%, compared to 85.6% for structures printed with as-purchased powder under the same conditions",Refuted,2023-12-01,2023-11-01,matteroffact,validation,aerospace materials; metal additive manufacturing; laser powder bed fusion; nanotextured metal powders; copper additive manufacturing; tungsten additive manufacturing; powder absorptivity enhancement; theme_aerospace materials,experimental,quantitative,2312.05174v1,
2304.03740v1_9_T,"Increased kinetic undercooling at high growth rates can lead to fully coupled growth of aluminum and silicon phases, causing the silicon phase to lose its faceted growth characteristics and adopt a more isotropic morphology.",Supported,2023-04-01,2023-03-01,matteroffact,validation,aerospace materials; Al-Si eutectic alloys; laser rapid solidification; eutectic microstructure; microstructure characterization; theme_aerospace materials,theoretical,qualitative,2304.03740v1,
2304.03740v1_9_F,"The isotropic growth in quench-modified Al-Si eutectic is primarily due to the formation of amorphous silicon during rapid solidification, which lacks crystallographic growth constraints.",Refuted,2023-04-01,2023-03-01,matteroffact,validation,aerospace materials; Al-Si eutectic alloys; laser rapid solidification; eutectic microstructure; microstructure characterization; theme_aerospace materials,theoretical,qualitative,2304.03740v1,
2308.00800v1_15_T,"The phase-field fatigue model for aluminum sheets uses a simplified cyclic plasticity model based on the Local Strain Approach, which may not fully capture the effects of the plastic zone on crack closure and growth rate, particularly at higher stress intensity ranges.",Supported,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; fatigue crack growth; phase-field modelling; anisotropic aluminium sheets; theme_aerospace materials,integrative,qualitative,2308.00800v1,
2308.00800v1_15_F,"The phase-field fatigue model for aluminum sheets incorporates a comprehensive elastic-plastic material model that fully captures all effects of the plastic zone on crack closure and growth rate across all stress intensity ranges, eliminating the need for further refinement of the plasticity model.",Refuted,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; fatigue crack growth; phase-field modelling; anisotropic aluminium sheets; theme_aerospace materials,integrative,qualitative,2308.00800v1,
2304.01934v4_0_T,"In Li₂MnO₃, significant off-diagonal elements in the Wannier Hamiltonian lead to a pronounced suppression of the energy gap compared to experimental values.",Supported,2023-04-01,2023-03-01,matteroffact,validation,batteries; theme_batteries,code/simulation,qualitative,2304.01934v4,
2304.01934v4_0_F,"In Li₂MnO₃, off-diagonal elements in the Wannier Hamiltonian have minimal impact on the energy gap when using standard projection methods.",Refuted,2023-04-01,2023-03-01,matteroffact,validation,batteries; theme_batteries,code/simulation,qualitative,2304.01934v4,
2301.11689v3_1_T,"For band gap extraction, BERT-PSIE achieves an F1 score of 0.51, which is lower than ChemDataExtractor's F1 score of 0.61 on the same test corpus.",Supported,2023-01-01,2022-12-01,matteroffact,validation,superconductors; batteries; semi-conductors; natural language processing; materials informatics; machine learning for materials science; automated data extraction from scientific literature; Curie temperature; electronic band gap; theme_batteries,experimental,quantitative,2301.11689v3,
2301.11689v3_1_F,"For band gap extraction, BERT-PSIE achieves an F1 score of 0.71, significantly outperforming ChemDataExtractor's F1 score of 0.61 on the same test corpus.",Refuted,2023-01-01,2022-12-01,matteroffact,validation,superconductors; batteries; semi-conductors; natural language processing; materials informatics; machine learning for materials science; automated data extraction from scientific literature; Curie temperature; electronic band gap; theme_batteries,experimental,quantitative,2301.11689v3,
2309.14678v2_15_T,"The atomic radii of Na and K are optimal for ion movement in β″ aluminas, resulting in significantly lower vacancy migration energies compared to Li.",Supported,2023-09-01,2023-08-01,matteroffact,validation,batteries; theme_batteries,theoretical,qualitative,2309.14678v2,
2309.14678v2_15_F,"The atomic radius of Li is optimal for ion movement in β″ aluminas, resulting in significantly lower vacancy migration energies compared to Na and K.",Refuted,2023-09-01,2023-08-01,matteroffact,validation,batteries; theme_batteries,theoretical,qualitative,2309.14678v2,
2308.14223v1_15_T,"Carbopol forms a soft glassy material through repulsive interactions between swollen microgel particles, exhibiting solid-like elasticity below the yield stress and fluid-like behavior above it.",Supported,2023-08-01,2023-07-01,matteroffact,validation,batteries; soft glassy materials; yield-stress fluids; polymer composites; rheology; extensible yield-stress fluids; Carbopol microgels; poly(ethylene oxide) (PEO) polymers; theme_batteries,integrative,qualitative,2308.14223v1,
2308.14223v1_15_F,"Carbopol forms a crystalline network structure through attractive interactions between microgel particles, exhibiting brittle fracture under stress rather than a yield-stress fluid transition.",Refuted,2023-08-01,2023-07-01,matteroffact,validation,batteries; soft glassy materials; yield-stress fluids; polymer composites; rheology; extensible yield-stress fluids; Carbopol microgels; poly(ethylene oxide) (PEO) polymers; theme_batteries,integrative,qualitative,2308.14223v1,
2303.07719v1_2_T,"In α-AgI, approximately 39% of Ag ion migrations occur through concerted motion of two Ag ions, rather than independent single-ion hopping.",Supported,2023-03-01,2023-02-01,matteroffact,validation,superconductors; theme_superconductors,code/simulation,quantitative,2303.07719v1,
2303.07719v1_2_F,"In α-AgI, approximately 75% of Ag ion migrations occur through concerted motion of two Ag ions, rather than independent single-ion hopping.",Refuted,2023-03-01,2023-02-01,matteroffact,validation,superconductors; theme_superconductors,code/simulation,quantitative,2303.07719v1,
2303.00742v2_13_T,Supporting Bernal bilayer graphene on a WSe2 substrate increases the maximum superconducting transition temperature by an order of magnitude compared to hexagonal boron nitride supported Bernal bilayer graphene.,Supported,2023-03-01,2023-02-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2303.00742v2,
2303.00742v2_13_F,Supporting Bernal bilayer graphene on a WSe2 substrate decreases the maximum superconducting transition temperature by approximately 50% compared to hexagonal boron nitride supported Bernal bilayer graphene.,Refuted,2023-03-01,2023-02-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2303.00742v2,
2307.06904v3_4_T,LaVO3/KTaO3 heterostructures with ferromagnetic ordering exhibit half-metallic behavior when they contain four or more layers of LaVO3.,Supported,2023-07-01,2023-06-01,matteroffact,validation,superconductors; oxide heterostructures; magnetism; metal-insulator transition; two-dimensional electron gas; perovskite oxides; spin-orbit coupling; Lifshitz transition; theme_superconductors,theoretical,qualitative,2307.06904v3,
2307.06904v3_4_F,LaVO3/KTaO3 heterostructures with ferromagnetic ordering exhibit conventional metallic behavior with both spin channels conducting when they contain four or more layers of LaVO3.,Refuted,2023-07-01,2023-06-01,matteroffact,validation,superconductors; oxide heterostructures; magnetism; metal-insulator transition; two-dimensional electron gas; perovskite oxides; spin-orbit coupling; Lifshitz transition; theme_superconductors,theoretical,qualitative,2307.06904v3,
2304.08446v4_18_T,"The CDVAE-ALIGNN workflow enables inverse design of materials by optimizing target properties in the latent space, going beyond traditional funnel-like screening approaches that engineer from structure to property rather than from property to structure.",Supported,2023-04-01,2023-03-01,matteroffact,validation,superconductors; theme_superconductors,integrative,qualitative,2304.08446v4,
2304.08446v4_18_F,"The CDVAE-ALIGNN workflow is primarily a refinement of traditional funnel-like screening approaches, offering only incremental improvements in computational efficiency without enabling true inverse design capabilities.",Refuted,2023-04-01,2023-03-01,matteroffact,validation,superconductors; theme_superconductors,integrative,qualitative,2304.08446v4,
2310.04841v1_11_T,A combinatorial approach with systematic enumeration of possible atomic configurations successfully identifies the ground state and metastable structures of metal vacancies in cubic carbides.,Supported,2023-10-01,2023-09-01,matteroffact,validation,aerospace materials; transition metal carbides; vacancy defects; metal vacancies; diffusion mechanisms in carbides; ab initio calculations; theme_aerospace materials,code/simulation,qualitative,2310.04841v1,
2310.04841v1_11_F,Random sampling of atomic configurations is sufficient to identify the ground state structure of metal vacancies in cubic carbides.,Refuted,2023-10-01,2023-09-01,matteroffact,validation,aerospace materials; transition metal carbides; vacancy defects; metal vacancies; diffusion mechanisms in carbides; ab initio calculations; theme_aerospace materials,code/simulation,qualitative,2310.04841v1,
2308.05532v1_1_T,The Guyer-Krumhansl heat conduction model provides a significantly better description of transient thermal behavior in AlSi7Mg matrix syntactic foams compared to the classical Fourier model.,Supported,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; metal matrix syntactic foams; thermal properties of metal foams; Guyer--Krumhansl heat conduction; non-Fourier heat conduction; AlSi7Mg alloys; composite metal foams; thermal diffusivity measurement; theme_aerospace materials,experimental,qualitative,2308.05532v1,
2308.05532v1_1_F,The Guyer-Krumhansl heat conduction model offers no significant improvement over the classical Fourier model when describing transient thermal behavior in AlSi7Mg matrix syntactic foams.,Refuted,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; metal matrix syntactic foams; thermal properties of metal foams; Guyer--Krumhansl heat conduction; non-Fourier heat conduction; AlSi7Mg alloys; composite metal foams; thermal diffusivity measurement; theme_aerospace materials,experimental,qualitative,2308.05532v1,
2303.07504v1_5_T,"In Mg-Al-Ca alloys, the R3 planar defect dominates the defect formation process when the Al chemical potential is between -0.315 eV and -0.16 eV.",Supported,2023-03-01,2023-02-01,matteroffact,validation,aerospace materials; metastable defect phase diagrams; planar defects; Laves phases; Fe-Nb alloys; Mg-Al-Ca alloys; density functional theory; materials design; theme_aerospace materials,theoretical,quantitative,2303.07504v1,
2303.07504v1_5_F,"In Mg-Al-Ca alloys, the R3 planar defect dominates the defect formation process when the Al chemical potential is between -0.5 eV and -0.4 eV.",Refuted,2023-03-01,2023-02-01,matteroffact,validation,aerospace materials; metastable defect phase diagrams; planar defects; Laves phases; Fe-Nb alloys; Mg-Al-Ca alloys; density functional theory; materials design; theme_aerospace materials,theoretical,quantitative,2303.07504v1,
2309.04053v2_6_T,"The refractory multi-principal element alloy MoNbTaVW has a yield strength of 1246 MPa and a density of 12.4 g/cm³, while NbMoTiVZr has a yield strength of 1785 MPa and a density of 7.1 g/cm³.",Supported,2023-09-01,2023-08-01,matteroffact,validation,aerospace materials; refractory metals; carbon composites; ultra-high temperature ceramics; ceramics matrix composites; thermal protection systems; hypersonic vehicle materials; theme_aerospace materials,integrative,quantitative,2309.04053v2,
2309.04053v2_6_F,"The refractory multi-principal element alloy MoNbTaVW has a yield strength of 800 MPa and a density of 15.0 g/cm³, while NbMoTiVZr has a yield strength of 1000 MPa and a density of 10.0 g/cm³.",Refuted,2023-09-01,2023-08-01,matteroffact,validation,aerospace materials; refractory metals; carbon composites; ultra-high temperature ceramics; ceramics matrix composites; thermal protection systems; hypersonic vehicle materials; theme_aerospace materials,integrative,quantitative,2309.04053v2,
2301.00535v1_10_T,"For Cu oxides, r²SCAN without U correction shows a 13.1% error in calculated oxidation enthalpy compared to experiment, which is lower than SCAN's 25.7% error.",Supported,2023-01-01,2022-12-01,matteroffact,validation,batteries; transition metal oxides; density functional theory; Hubbard U correction; meta-generalized gradient approximation functionals; r2SCAN functional; electronic structure calculations; materials modeling; theme_batteries,code/simulation,quantitative,2301.00535v1,
2301.00535v1_10_F,"For Cu oxides, r²SCAN without U correction shows a 30.5% error in calculated oxidation enthalpy compared to experiment, which is higher than SCAN's 25.7% error.",Refuted,2023-01-01,2022-12-01,matteroffact,validation,batteries; transition metal oxides; density functional theory; Hubbard U correction; meta-generalized gradient approximation functionals; r2SCAN functional; electronic structure calculations; materials modeling; theme_batteries,code/simulation,quantitative,2301.00535v1,
2301.11626v1_12_T,"In the magnetic junction with antiferromagnetic RKKY coupling, the top Co layer switches at negative fields when coming from negative saturation, resulting in antiparallel alignment with the bottom layers at zero magnetic field.",Supported,2023-01-01,2022-12-01,matteroffact,validation,batteries; magneto-ionics; RKKY coupling; magnetic data storage; solid-state lithium-ion batteries; theme_batteries,experimental,qualitative,2301.11626v1,
2301.11626v1_12_F,"In the magnetic junction with antiferromagnetic RKKY coupling, the top Co layer switches at positive fields when coming from negative saturation, resulting in parallel alignment with the bottom layers at zero magnetic field.",Refuted,2023-01-01,2022-12-01,matteroffact,validation,batteries; magneto-ionics; RKKY coupling; magnetic data storage; solid-state lithium-ion batteries; theme_batteries,experimental,qualitative,2301.11626v1,
2307.00878v1_2_T,Vibrational entropy is essential for stabilizing the β-Li₃PS₄ polymorph relative to γ-Li₃PS₄ at elevated temperatures.,Supported,2023-07-01,2023-06-01,matteroffact,validation,batteries; room-temperature lithium-ion batteries; superionic conductors; Li2S-P2S5 solid electrolytes; phase stability; configurational entropy; first-principles materials modeling; theme_batteries,theoretical,qualitative,2307.00878v1,
2307.00878v1_2_F,Vibrational entropy plays a negligible role in stabilizing the β-Li₃PS₄ polymorph relative to γ-Li₃PS₄ at elevated temperatures.,Refuted,2023-07-01,2023-06-01,matteroffact,validation,batteries; room-temperature lithium-ion batteries; superionic conductors; Li2S-P2S5 solid electrolytes; phase stability; configurational entropy; first-principles materials modeling; theme_batteries,theoretical,qualitative,2307.00878v1,
2306.03096v2_1_T,The electronic structure of cobalt in CoO₂ is better described as having a t₂g⁵eg¹ configuration rather than the commonly assumed t₂g⁵eg⁰ (Co⁴⁺) configuration.,Supported,2023-06-01,2023-05-01,matteroffact,validation,batteries; room-temperature lithium-ion batteries; theme_batteries,integrative,qualitative,2306.03096v2,
2306.03096v2_1_F,"The electronic structure of cobalt in CoO₂ is accurately described as having a t₂g⁵eg⁰ configuration, corresponding to the Co⁴⁺ oxidation state.",Refuted,2023-06-01,2023-05-01,matteroffact,validation,batteries; room-temperature lithium-ion batteries; theme_batteries,integrative,qualitative,2306.03096v2,
2310.03080v2_3_T,The experimentally observed charge density wave (CDW) distortion in monolayer NbSe2 does not significantly alter its high harmonic generation spectrum compared to the pristine 2H phase.,Supported,2023-10-01,2023-09-01,matteroffact,validation,superconductors; transition metal dichalcogenides; charge density wave; high harmonic generation; time-dependent density functional theory; NbSe2 monolayers; theme_superconductors,code/simulation,qualitative,2310.03080v2,
2310.03080v2_3_F,The charge density wave (CDW) distortion in monolayer NbSe2 creates a distinct high harmonic generation signature that can be used to identify the phase transition.,Refuted,2023-10-01,2023-09-01,matteroffact,validation,superconductors; transition metal dichalcogenides; charge density wave; high harmonic generation; time-dependent density functional theory; NbSe2 monolayers; theme_superconductors,code/simulation,qualitative,2310.03080v2,
2309.13514v2_17_T,"CsCr₃Sb₅ crystallizes in a hexagonal lattice with space group P6/mmm at room temperature, with lattice parameters a = 5.4909(3) Å and c = 9.2417(5) Å, featuring a two-dimensional kagome net of Cr atoms.",Supported,2023-09-01,2023-08-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2309.13514v2,
2309.13514v2_17_F,"CsCr₃Sb₅ crystallizes in an orthorhombic lattice with space group Pnma at room temperature, with lattice parameters a = 6.2 Å, b = 5.8 Å, and c = 10.5 Å, featuring a three-dimensional network of Cr atoms.",Refuted,2023-09-01,2023-08-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2309.13514v2,
2301.06756v1_2_T,Metallic helium becomes a superconductor with a critical temperature that generally increases with pressure beyond the metallization point.,Supported,2023-01-01,2022-12-01,matteroffact,validation,superconductors; excitonic insulator; high-pressure physics; quantum materials; theme_superconductors,theoretical,qualitative,2301.06756v1,
2301.06756v1_2_F,Metallic helium remains a normal conductor at all pressures beyond the metallization point without exhibiting superconductivity.,Refuted,2023-01-01,2022-12-01,matteroffact,validation,superconductors; excitonic insulator; high-pressure physics; quantum materials; theme_superconductors,theoretical,qualitative,2301.06756v1,
2311.12681v2_13_T,"For practical kinetic inductance detectors operating at maximum internal power, the frequency noise level of a-SiC:H parallel plate capacitor resonators scales approximately as the square root of the ratio of resonance frequency to dielectric volume (S_f ∝ √(ω_r/V_PPC)).",Supported,2023-11-01,2023-10-01,matteroffact,validation,superconductors; theme_superconductors,integrative,quantitative,2311.12681v2,
2311.12681v2_13_F,"For practical kinetic inductance detectors operating at maximum internal power, the frequency noise level of a-SiC:H parallel plate capacitor resonators scales inversely with the cube of the dielectric volume (S_f ∝ V_PPC^-3), independent of the resonance frequency.",Refuted,2023-11-01,2023-10-01,matteroffact,validation,superconductors; theme_superconductors,integrative,quantitative,2311.12681v2,
2303.02441v2_8_T,"In the ρ-CP framework simulations of tantalum, the average immobile dislocation density increases to approximately 5-10 times higher than the average mobile dislocation density during plastic deformation.",Supported,2023-03-01,2023-02-01,matteroffact,validation,aerospace materials; crystal plasticity; dislocation density based crystal plasticity; finite deformation plasticity; metallic materials; hcp magnesium; fcc copper; bcc tantalum; microstructure evolution; strain rate and temperature dependent deformation; twinning; slip systems; computational materials science; finite element modeling; theme_aerospace materials,code/simulation,quantitative,2303.02441v2,
2303.02441v2_8_F,"In the ρ-CP framework simulations of tantalum, the average mobile dislocation density increases to approximately 5-10 times higher than the average immobile dislocation density during plastic deformation.",Refuted,2023-03-01,2023-02-01,matteroffact,validation,aerospace materials; crystal plasticity; dislocation density based crystal plasticity; finite deformation plasticity; metallic materials; hcp magnesium; fcc copper; bcc tantalum; microstructure evolution; strain rate and temperature dependent deformation; twinning; slip systems; computational materials science; finite element modeling; theme_aerospace materials,code/simulation,quantitative,2303.02441v2,
2304.05231v1_9_T,"The two-valve triggering mechanism in the gas gun system allows for controlled gas flow from an external source to the main chamber and then to the barrel, enabling reliable projectile acceleration without requiring specialized operating skills.",Supported,2023-04-01,2023-03-01,matteroffact,validation,aerospace materials; space-grade materials; projectile impact testing; dynamic deformation and failure of metals; theme_aerospace materials,experimental,qualitative,2304.05231v1,
2304.05231v1_9_F,"The gas gun system uses a complex electronic triggering mechanism that requires precise timing and specialized technical expertise to operate, limiting its accessibility for routine laboratory testing.",Refuted,2023-04-01,2023-03-01,matteroffact,validation,aerospace materials; space-grade materials; projectile impact testing; dynamic deformation and failure of metals; theme_aerospace materials,experimental,qualitative,2304.05231v1,
2308.04594v2_7_T,Cerium substitution in strontium hexaferrite slightly reduces the Curie temperature from 893 K to 825.53 K (for x=1) and 777.74 K (for x=0.5) based on mean-field approximation calculations.,Supported,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; permanent magnets; magnetocrystalline anisotropy; hexaferrites; rare-earth-free permanent magnets; theme_aerospace materials,theoretical,quantitative,2308.04594v2,
2308.04594v2_7_F,Cerium substitution in strontium hexaferrite significantly increases the Curie temperature from 893 K to 1200 K (for x=1) and 1100 K (for x=0.5) based on mean-field approximation calculations.,Refuted,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; permanent magnets; magnetocrystalline anisotropy; hexaferrites; rare-earth-free permanent magnets; theme_aerospace materials,theoretical,quantitative,2308.04594v2,
2310.05415v1_11_T,"The strengthening effect of titanium in copper occurs through a mechanism where titanium atoms at grain boundaries increase the energy required for grain boundary sliding and dislocation emission, thereby reducing local deformation during tensile loading.",Supported,2023-10-01,2023-09-01,matteroffact,validation,aerospace materials; Cu-Ti alloys; grain boundary strengthening; molecular dynamics simulations; density functional theory; theme_aerospace materials,integrative,qualitative,2310.05415v1,
2310.05415v1_11_F,"The strengthening effect of titanium in copper occurs through a mechanism where titanium atoms in the bulk increase the mobility of dislocations, thereby enhancing plastic deformation during tensile loading.",Refuted,2023-10-01,2023-09-01,matteroffact,validation,aerospace materials; Cu-Ti alloys; grain boundary strengthening; molecular dynamics simulations; density functional theory; theme_aerospace materials,integrative,qualitative,2310.05415v1,
2311.05696v2_9_T,"In bidisperse suspensions with size ratio Δ=4 at high stress (σ/σ_0=100), large-small particle contacts contribute approximately 75% of the overall viscosity at a mixing ratio of α=0.4, and remain the dominant contributor to viscosity for mixing ratios between α=0.2 and α=0.75.",Supported,2023-11-01,2023-10-01,matteroffact,validation,batteries; suspension rheology; non-Brownian suspensions; shear thickening; bidisperse suspensions; jamming; particle size effects; theme_batteries,code/simulation,quantitative,2311.05696v2,
2311.05696v2_9_F,"In bidisperse suspensions with size ratio Δ=4 at high stress (σ/σ_0=100), large-small particle contacts contribute at most 40% of the overall viscosity and are never the dominant contributor to viscosity at any mixing ratio.",Refuted,2023-11-01,2023-10-01,matteroffact,validation,batteries; suspension rheology; non-Brownian suspensions; shear thickening; bidisperse suspensions; jamming; particle size effects; theme_batteries,code/simulation,quantitative,2311.05696v2,
2306.15502v1_14_T,A single SNVM stray field map of fully initialized MRAM bits can provide information about the uniformity of switching behavior without requiring multiple switching experiments,Supported,2023-06-01,2023-05-01,matteroffact,validation,batteries; Magnetic Random Access Memory (MRAM); Scanning NV Magnetometry; spin-transfer torque MRAM (STT-MRAM); theme_batteries,experimental,qualitative,2306.15502v1,
2306.15502v1_14_F,"Multiple SNVM maps of MRAM bits under different switching conditions are always required to assess switching behavior uniformity, as single stray field maps provide no information about switching characteristics",Refuted,2023-06-01,2023-05-01,matteroffact,validation,batteries; Magnetic Random Access Memory (MRAM); Scanning NV Magnetometry; spin-transfer torque MRAM (STT-MRAM); theme_batteries,experimental,qualitative,2306.15502v1,
2309.14678v2_3_T,"In Li and K β″ aluminas, correlated two-atom vacancy migration processes require approximately the same energy as single-atom vacancy migration.",Supported,2023-09-01,2023-08-01,matteroffact,validation,batteries; theme_batteries,theoretical,qualitative,2309.14678v2,
2309.14678v2_3_F,"In all β″ aluminas, correlated two-atom vacancy migration processes require significantly more energy than single-atom vacancy migration.",Refuted,2023-09-01,2023-08-01,matteroffact,validation,batteries; theme_batteries,theoretical,qualitative,2309.14678v2,
2306.15502v1_9_T,"Scanning NV Magnetometry enables early-stage monitoring of MRAM fabrication processes immediately after bit patterning, before electrical connections are made",Supported,2023-06-01,2023-05-01,matteroffact,validation,batteries; Magnetic Random Access Memory (MRAM); Scanning NV Magnetometry; spin-transfer torque MRAM (STT-MRAM); theme_batteries,integrative,qualitative,2306.15502v1,
2306.15502v1_9_F,Scanning NV Magnetometry can only be used for MRAM characterization after electrical connections are made and requires electrical testing to validate its measurements,Refuted,2023-06-01,2023-05-01,matteroffact,validation,batteries; Magnetic Random Access Memory (MRAM); Scanning NV Magnetometry; spin-transfer torque MRAM (STT-MRAM); theme_batteries,integrative,qualitative,2306.15502v1,
2304.08446v4_4_T,"Among the 25 candidate superconductors generated by CDVAE and verified with DFT, 15 had energy above the convex hull of 0.45 eV/atom or less, indicating potential for experimental synthesis.",Supported,2023-04-01,2023-03-01,matteroffact,validation,superconductors; theme_superconductors,code/simulation,quantitative,2304.08446v4,
2304.08446v4_4_F,"Among the 25 candidate superconductors generated by CDVAE and verified with DFT, 22 had energy above the convex hull of 0.45 eV/atom or less, indicating potential for experimental synthesis.",Refuted,2023-04-01,2023-03-01,matteroffact,validation,superconductors; theme_superconductors,code/simulation,quantitative,2304.08446v4,
2309.13514v2_4_T,"CsCr₃Sb₅ exhibits non-Fermi-liquid behavior at around 4 GPa, with the temperature exponent of resistivity reaching α ≈ 1.0, distinct from the Fermi-liquid value of α ≈ 2.0 observed at lower and higher pressures.",Supported,2023-09-01,2023-08-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2309.13514v2,
2309.13514v2_4_F,"CsCr₃Sb₅ maintains Fermi-liquid behavior across all pressures, with the temperature exponent of resistivity consistently remaining at α ≈ 2.0 even at the critical pressure of 4 GPa.",Refuted,2023-09-01,2023-08-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2309.13514v2,
2301.06756v1_16_T,The average electron-phonon coupling strength parameter (λ) in metallic helium at 50 terapascals is approximately 0.52.,Supported,2023-01-01,2022-12-01,matteroffact,validation,superconductors; excitonic insulator; high-pressure physics; quantum materials; theme_superconductors,theoretical,quantitative,2301.06756v1,
2301.06756v1_16_F,The average electron-phonon coupling strength parameter (λ) in metallic helium at 50 terapascals is approximately 1.5.,Refuted,2023-01-01,2022-12-01,matteroffact,validation,superconductors; excitonic insulator; high-pressure physics; quantum materials; theme_superconductors,theoretical,quantitative,2301.06756v1,
